0,-0.046331217
0.005,-4.64E-02
0.01,-4.64E-02
0.015,-0.046450272
0.02,-0.046486696
0.025,-0.04652109
0.03,-0.046553708
0.035,-0.04658409
0.04,-0.04661301
0.045,-0.046639242
0.05,-0.046663492
0.055,-0.046685015
0.06,-0.046704164
0.065,-0.046720351
0.07,-0.046733761
0.075,-0.046743679
0.08,-0.046750575
0.085,-0.046753224
0.09,-0.046752272
0.095,-0.0467467
0.1,-0.046736753
0.105,-0.046721832
0.11,-4.67E-02
0.115,-0.04667596
0.12,-0.04664446
0.125,-0.046606457
0.13,-0.0465619
0.135,-0.046510132
0.14,-0.046451086
0.145,-0.046384201
0.15,-0.046309204
0.155,-0.046225436
0.16,-0.046132918
0.165,-0.04603111
0.17,-0.045919913
0.175,-0.045798309
0.18,-0.045666364
0.185,-0.045523531
0.19,-0.04537021
0.195,-0.045205157
0.2,-0.04502893
0.205,-0.044840578
0.21,-0.044653344
0.215,-0.044541098
0.22,-0.044494923
0.225,-0.044445058
0.23,-0.044373141
0.235,-0.044307807
0.24,-0.044273697
0.245,-0.044266477
0.25,-0.044274698
0.255,-0.044294122
0.26,-0.044351442
0.265,-0.044465944
0.27,-0.044615468
0.275,-0.044779472
0.28,-0.044812276
0.285,-0.044534938
0.29,-0.044146619
0.295,-0.043847953
0.3,-0.043614142
0.305,-0.043334831
0.31,-0.042975442
0.315,-0.042576724
0.32,-0.042179547
0.325,-0.041784184
0.33,-0.041374234
0.335,-0.040940407
0.34,-0.040486782
0.345,-0.040019954
0.35,-0.039542589
0.355,-0.039052825
0.36,-0.03854966
0.365,-0.038035401
0.37,-0.037511409
0.375,-0.03697287
0.38,-0.036415279
0.385,-0.035837784
0.39,-0.035240159
0.395,-0.034621923
0.4,-0.033983429
0.405,-0.033324138
0.41,-0.032644286
0.415,-0.031940359
0.42,-0.031183135
0.425,-0.030355554
0.43,-0.029496188
0.435,-0.028639324
0.44,-0.028661946
0.445,-0.030582979
0.45,-0.033382616
0.455,-0.037648514
0.46,-0.043656285
0.465,-0.049719101
0.47,-0.052795576
0.475,-0.053037588
0.48,-0.051608791
0.485,-0.048517582
0.49,-0.04522769
0.495,-0.042360845
0.5,-0.039385806
0.505,-0.035838078
0.51,-0.032180871
0.515,-0.029144264
0.52,-0.026384701
0.525,-0.024360624
0.53,-0.025240169
0.535,-0.027870799
0.54,-0.030596291
0.545,-0.032748998
0.55,-0.032670008
0.555,-0.030626536
0.56,-0.028899093
0.565,-0.028209332
0.57,-0.027684448
0.575,-0.026597451
0.58,-0.025062617
0.585,-0.023512539
0.59,-0.022126112
0.595,-0.020795689
0.6,-0.0193851
0.605,-0.017876027
0.61,-0.01650663
0.615,-0.01632436
0.62,-0.016998199
0.625,-0.017463065
0.63,-0.017492368
0.635,-0.017503061
0.64,-0.017753952
0.645,-0.017794202
0.65,-0.017241497
0.655,-0.016519206
0.66,-0.015986121
0.665,-0.015579644
0.67,-0.015110382
0.675,-0.014530219
0.68,-0.013904449
0.685,-0.012190946
0.69,-0.006964315
0.695,1.22E-04
0.7,0.006436017
0.705,0.011819392
0.71,0.017468127
0.715,0.024785377
0.72,0.035212632
0.725,0.043686579
0.73,0.043638402
0.735,0.034589481
0.74,0.021838375
0.745,0.010524953
0.75,-0.001300914
0.755,-0.015456705
0.76,-0.031170932
0.765,-0.046692735
0.77,-0.057498343
0.775,-0.063687746
0.78,-0.066561419
0.785,-0.059786015
0.79,-0.047334388
0.795,-0.034098942
0.8,-0.020155812
0.805,-0.011621829
0.81,-0.009273295
0.815,-0.00679264
0.82,-0.003604057
0.825,-0.00126861
0.83,1.84E-04
0.835,0.001323291
0.84,0.002480606
0.845,0.003677906
0.85,0.004854783
0.855,0.006006074
0.86,0.007166882
0.865,0.008357914
0.87,0.009572716
0.875,0.010799348
0.88,0.012032828
0.885,0.013277511
0.89,0.014537184
0.895,0.015811993
0.9,0.017100243
0.905,0.018401176
0.91,0.019714627
0.915,0.021052427
0.92,0.022596835
0.925,0.02444288
0.93,0.026346697
0.935,0.028119668
0.94,0.02514921
0.945,0.007362366
0.95,-0.017950014
0.955,-0.037296188
0.96,-0.04636877
0.965,-0.047599503
0.97,-0.04849703
0.975,-0.052732262
0.98,-0.057571633
0.985,-0.060577133
0.99,-0.060130679
0.995,-0.053487416
1,-0.044314115
1.005,-0.036732427
1.01,-0.026664561
1.015,-0.01129752
1.02,-0.005546917
1.025,-0.013618625
1.03,-0.02271375
1.035,-0.025888276
1.04,-0.026566392
1.045,-0.029477196
1.05,-0.034234487
1.055,-0.034343957
1.06,-0.029916782
1.065,-0.025776864
1.07,-0.023569712
1.075,-0.017285652
1.08,-4.82E-04
1.085,0.019588235
1.09,0.027140866
1.095,0.018100931
1.1,0.001945676
1.105,-0.02565369
1.11,-0.059804095
1.115,-0.095970239
1.12,-0.129320521
1.125,-0.112411711
1.13,-0.032657706
1.135,0.056568423
1.14,0.122829539
1.145,0.156754284
1.15,0.123402443
1.155,0.042990118
1.16,-0.031647541
1.165,-0.092674501
1.17,-0.148011612
1.175,-0.17373716
1.18,-0.139367629
1.185,-0.072224163
1.19,-0.012505121
1.195,0.018854948
1.2,0.028240802
1.205,0.030009369
1.21,0.03125878
1.215,0.036063424
1.22,0.041371939
